OrderID,CustomerID,ProductID,Quantity,Price,OrderDate,Region,TotalAmount
5481,3497,457,7,380.76,05/07/2023,East,2665.3199999999997
5482,1929,291,1,237.39,16/11/2023,North,237.39
5483,2270,235,6,195.12,02/05/2023,South,1170.72
5484,1519,350,5,411.99,28/06/2023,East,2059.95
5485,4212,478,5,234.38,12/05/2023,West,1171.9
5486,3409,245,8,75.06,27/10/2023,South,600.48
5487,1007,446,9,140.89,18/01/2023,East,1268.0099999999998
5488,3525,451,7,282.88,18/01/2023,North,1980.1599999999999
5489,4423,157,8,204.28,06/01/2023,East,1634.24
5490,3019,276,2,186.36,06/07/2023,West,372.72
5491,1494,387,2,336.04,10/07/2023,North,672.08
5492,2629,344,8,319.98,12/02/2023,South,2559.84
5493,3880,147,6,160.44,07/09/2023,West,962.64
5494,4498,400,8,182.92,16/07/2023,South,1463.36
5495,2062,455,9,377.27,22/07/2023,North,3395.43
5496,3640,199,9,461.04,22/09/2023,East,4149.360000000001
5497,1186,312,6,165.49,24/09/2023,West,992.94
5498,4667,401,8,149.48,08/07/2023,South,1195.84
5499,4671,264,2,136.31,01/12/2023,North,272.62
5500,3801,499,8,75.05,30/09/2023,North,600.4
5501,2877,225,3,191.7,27/06/2023,East,575.0999999999999
5502,3140,401,1,260.42,31/03/2023,West,260.42
5503,1085,220,7,271.03,27/09/2023,East,1897.2099999999998
5504,4115,187,1,347.06,08/02/2023,North,347.06
5505,1136,316,1,31.01,30/04/2023,East,31.01
5506,3468,160,1,282.9,24/02/2023,West,282.9
5507,3121,401,4,131.22,28/08/2023,North,524.88
5508,4619,278,4,123.37,22/09/2023,South,493.48
5509,2636,289,6,395.91,10/07/2023,North,2375.46
5510,4583,262,3,80.97,10/10/2023,East,242.91
5511,4227,180,6,167.9,12/06/2023,East,1007.4000000000001
5512,4326,269,7,320.63,13/12/2023,East,2244.41
5513,3218,400,1,323.22,02/09/2023,East,323.22
5514,2751,473,6,28.8,12/11/2023,North,172.8
5515,3217,295,1,40.92,02/08/2023,West,40.92
5516,2787,302,7,329.4,13/10/2023,North,2305.7999999999997
5517,1871,146,5,476.81,31/03/2023,West,2384.05
5518,3369,257,4,499.26,25/12/2023,North,1997.04
5519,4638,293,1,493.62,16/06/2023,North,493.62
5520,3503,378,9,179.03,29/06/2023,West,1611.27
5521,1943,416,7,124.7,14/04/2023,East,872.9
5522,2626,368,2,53.83,27/02/2023,West,107.66
5523,3837,298,4,166.28,17/11/2023,West,665.12
5524,3660,323,4,142.04,23/07/2023,South,568.16
5525,4226,362,8,290.51,06/05/2023,South,2324.08
5526,3936,265,2,187.55,11/12/2023,East,375.1
5527,1348,279,5,119.61,06/06/2023,South,598.05
5528,4522,291,8,308.21,12/09/2023,North,2465.68
5529,4947,496,6,164.92,28/01/2023,South,989.52
5530,2676,315,4,180.05,30/07/2023,West,720.2
5531,2196,383,5,301.23,23/09/2023,North,1506.15
5532,1009,451,2,63.52,24/09/2023,West,127.04
5533,3787,206,5,388.25,11/09/2023,North,1941.25
5534,4336,197,3,482.89,07/07/2023,West,1448.67
5535,2461,467,3,247.96,30/01/2023,North,743.88
5536,4831,329,7,282.13,01/11/2023,East,1974.9099999999999
5537,4318,356,3,195.4,07/07/2023,West,586.2
5538,1666,142,4,478.58,11/10/2023,West,1914.32
5539,3593,341,7,70.81,03/10/2023,North,495.67
5540,2522,141,3,407.69,06/07/2023,West,1223.07
5541,3176,194,2,326.96,13/05/2023,East,653.92
5542,4743,353,7,396.79,30/01/2023,West,2777.53
5543,1600,287,5,475.48,10/06/2023,East,2377.4
5544,3652,484,1,250.6,18/05/2023,South,250.6
5545,1326,406,8,147.72,13/12/2023,South,1181.76
5546,4824,499,3,390.86,28/11/2023,South,1172.58
5547,4906,266,7,423.06,07/03/2023,East,2961.42
5548,1979,370,6,344.7,10/08/2023,East,2068.2
5549,3451,224,6,425.26,07/07/2023,North,2551.56
5550,1628,260,8,366.51,06/02/2023,West,2932.08
5551,2629,186,4,478.95,25/07/2023,East,1915.8
5552,4746,408,4,287.49,26/02/2023,North,1149.96
5553,4682,325,3,193.33,08/03/2023,South,579.99
5554,4696,244,1,341.86,28/01/2023,West,341.86
5555,4430,444,3,39.21,22/05/2023,East,117.63
5556,4674,347,1,251.7,19/05/2023,North,251.7
5557,4929,461,6,387.83,20/08/2023,North,2326.98
5558,3765,105,8,88.64,17/04/2023,East,709.12
5559,4088,130,3,203.2,17/05/2023,South,609.5999999999999
5560,1273,296,4,178.39,13/06/2023,North,713.56
5561,1684,331,5,170.81,27/05/2023,East,854.05
5562,1115,395,7,327.06,30/09/2023,East,2289.42
5563,1860,424,6,251.26,31/10/2023,North,1507.56
5564,3003,234,2,399.67,28/06/2023,West,799.34
5565,1692,112,7,33.64,28/03/2023,West,235.48000000000002
5566,4162,103,8,229.69,17/03/2023,West,1837.52
5567,2105,277,1,11.93,11/12/2023,North,11.93
5568,3371,333,6,114.33,19/03/2023,North,685.98
5569,4008,358,9,388.81,27/02/2023,East,3499.29
5570,3161,239,7,57.5,11/08/2023,East,402.5
5571,2792,164,5,57.26,22/07/2023,East,286.3
5572,4129,382,9,203.71,29/12/2023,South,1833.39
5573,1153,462,2,389.59,03/03/2023,South,779.18
5574,2900,405,7,320.82,23/05/2023,West,2245.74
5575,2427,304,9,391.97,08/03/2023,East,3527.7300000000005
5576,4699,116,2,29.53,06/05/2023,North,59.06
5577,4926,299,6,284.04,05/11/2023,East,1704.2400000000002
5578,2289,131,9,229.38,25/05/2023,East,2064.42
5579,1314,311,3,448.53,22/07/2023,West,1345.59
5580,4786,372,8,369.98,10/09/2023,South,2959.84
5581,2064,389,5,215.05,20/04/2023,East,1075.25
5582,1104,390,7,279.16,28/05/2023,North,1954.1200000000001
5583,2924,333,3,215.29,07/05/2023,West,645.87
5584,2913,281,8,223.37,18/12/2023,South,1786.96
5585,2216,245,2,318.87,01/05/2023,East,637.74
5586,2424,149,8,112.18,07/12/2023,South,897.44
5587,4349,202,2,169.93,31/01/2023,North,339.86
5588,3401,132,7,143.18,30/09/2023,North,1002.26
5589,4063,188,2,401.4,11/12/2023,East,802.8
5590,2772,484,7,471.26,10/02/2023,West,3298.8199999999997
5591,2960,440,1,210.08,23/07/2023,West,210.08
5592,3780,414,6,43.17,18/02/2023,West,259.02
5593,2603,340,7,51.31,31/03/2023,West,359.17
5594,1708,365,4,202.8,16/08/2023,West,811.2
5595,4327,322,1,200.52,07/11/2023,East,200.52
5596,1650,335,6,77.35,01/02/2023,South,464.09999999999997
5597,3871,252,4,404.53,28/06/2023,North,1618.12
5598,1946,156,3,252.57,12/12/2023,East,757.71
5599,1660,421,4,58.98,16/07/2023,North,235.92
5600,3146,474,6,53.87,23/08/2023,East,323.21999999999997
5601,3635,211,5,225.75,21/10/2023,East,1128.75
5602,3329,114,2,62.83,18/03/2023,North,125.66
5603,4954,368,2,282.79,02/10/2023,East,565.58
5604,3450,213,3,195.58,19/09/2023,East,586.74
5605,2132,351,6,460.24,02/05/2023,East,2761.44
5606,1699,473,1,212.36,04/05/2023,East,212.36
5607,3246,241,7,309.14,14/02/2023,East,2163.98
5608,4374,213,8,406.62,16/01/2023,West,3252.96
5609,3038,389,7,154.92,15/12/2023,East,1084.4399999999998
5610,3374,456,3,258.38,29/07/2023,East,775.14
5611,3201,124,6,64.87,09/06/2023,East,389.22
5612,1551,467,4,219.22,12/10/2023,South,876.88
5613,4716,409,5,191.03,21/02/2023,East,955.15
5614,1404,354,3,216.95,22/03/2023,East,650.8499999999999
5615,1461,367,5,58.17,28/12/2023,South,290.85
5616,3179,225,6,202.21,21/11/2023,South,1213.26
5617,3838,492,8,435.78,18/12/2023,North,3486.24
5618,1873,349,6,468.84,12/10/2023,North,2813.04
5619,1083,386,9,124.66,15/12/2023,North,1121.94
5620,2422,433,4,153.75,09/03/2023,North,615
5621,3801,152,2,9.73,13/02/2023,South,19.46
5622,3675,467,9,62.21,08/10/2023,North,559.89
5623,4180,142,3,175.83,30/05/2023,East,527.49
5624,1220,265,7,344.13,19/06/2023,South,2408.91
5625,4975,141,4,149.64,16/03/2023,West,598.56
5626,3600,479,1,42.32,08/01/2023,East,42.32
5627,2391,275,8,366.78,21/06/2023,West,2934.24
5628,4218,166,4,236.05,05/05/2023,North,944.2
5629,1111,165,6,262,02/08/2023,North,1572
5630,1614,499,7,166.38,10/10/2023,East,1164.6599999999999
5631,2581,182,8,308.46,19/05/2023,North,2467.68
5632,3971,449,2,445.94,04/06/2023,North,891.88
5633,4565,204,9,279.11,15/05/2023,North,2511.9900000000002
5634,4576,499,3,295.82,13/12/2023,North,887.46
5635,1474,386,1,189.91,04/07/2023,West,189.91
5636,3883,473,2,45.9,05/08/2023,East,91.8
5637,2913,285,8,217.13,16/06/2023,North,1737.04
5638,1270,383,6,462.7,03/11/2023,West,2776.2
5639,3468,103,1,341.71,04/10/2023,South,341.71
5640,2920,237,9,247.66,31/03/2023,East,2228.94
5641,3754,278,7,312.34,07/08/2023,East,2186.3799999999997
5642,2390,336,3,281.48,28/06/2023,South,844.44
5643,4351,117,7,456.64,19/04/2023,North,3196.48
5644,4354,402,6,115.8,27/04/2023,East,694.8
5645,1039,108,3,444.9,30/09/2023,South,1334.6999999999998
5646,2982,128,8,345.79,16/04/2023,South,2766.32
5647,3236,243,1,68.23,11/10/2023,West,68.23
5648,4235,447,5,189.09,19/08/2023,South,945.45
5649,1993,248,8,220.97,27/05/2023,East,1767.76
5650,3012,163,3,46.05,08/11/2023,South,138.14999999999998
5651,4607,466,6,279.33,21/01/2023,South,1675.98
5652,3583,479,2,133.39,03/10/2023,South,266.78
5653,4075,286,9,231.77,13/12/2023,East,2085.9300000000003
5654,4906,465,2,222.19,21/06/2023,South,444.38
5655,1289,326,5,263.23,31/01/2023,West,1316.15
5656,3480,217,3,423.87,09/01/2023,East,1271.6100000000001
5657,3518,455,9,391.48,02/11/2023,West,3523.32
5658,4252,353,9,437.14,03/12/2023,West,3934.2599999999998
5659,4319,130,7,288.31,01/02/2023,East,2018.17
5660,3675,260,5,309.82,21/07/2023,South,1549.1
5661,1278,314,9,218.09,29/06/2023,North,1962.81
5662,3924,268,7,360.02,16/07/2023,East,2520.14
5663,1580,180,2,106.42,24/07/2023,South,212.84
5664,1862,145,1,240.22,27/01/2023,East,240.22
5665,1253,148,4,358.52,02/01/2023,South,1434.08
5666,1180,397,8,390.05,14/09/2023,South,3120.4
5667,4901,467,6,127.74,21/09/2023,North,766.4399999999999
5668,1680,382,2,94.87,10/03/2023,East,189.74
5669,1824,187,5,147.82,13/07/2023,East,739.0999999999999
5670,4580,220,9,460.48,03/09/2023,East,4144.32
5671,4832,102,6,68.91,31/10/2023,West,413.46
5672,1699,415,6,476.78,26/04/2023,East,2860.68
5673,3613,326,7,497.43,27/04/2023,West,3482.01
5674,2349,178,5,392.8,03/12/2023,West,1964
5675,2380,244,3,381.41,05/05/2023,South,1144.23
5676,4896,341,3,476.88,02/02/2023,West,1430.6399999999999
5677,2673,131,5,148.81,02/04/2023,East,744.05
5678,3727,362,4,68.85,08/09/2023,North,275.4
5679,3438,310,5,412.43,11/07/2023,East,2062.15
5680,2638,170,9,89.61,04/12/2023,South,806.49
5681,2957,483,5,27.48,23/01/2023,South,137.4
5682,4156,296,4,102.25,23/03/2023,West,409
5683,4388,157,4,221.76,22/07/2023,South,887.04
5684,1211,211,1,250.08,12/02/2023,South,250.08
5685,2538,147,4,35.94,17/04/2023,West,143.76
5686,1383,284,4,224.48,15/03/2023,West,897.92
5687,2714,466,9,304.13,22/12/2023,South,2737.17
5688,1341,426,4,466.24,20/07/2023,East,1864.96
5689,2838,264,7,117.52,28/12/2023,East,822.64
5690,2987,314,1,109.43,18/03/2023,West,109.43
5691,1843,430,7,197.77,19/01/2023,South,1384.39
5692,4109,429,2,491.91,28/11/2023,South,983.82
5693,2534,220,8,171.43,13/05/2023,East,1371.44
5694,1419,312,1,26.71,02/07/2023,West,26.71
5695,3798,410,3,136.48,03/03/2023,South,409.43999999999994
5696,4240,140,8,281.36,13/05/2023,South,2250.88
5697,2988,452,8,209.21,01/05/2023,North,1673.68
5698,2932,388,5,388.24,15/05/2023,North,1941.2
5699,4414,267,5,305.6,12/09/2023,West,1528
5700,2849,133,8,281.93,30/12/2023,North,2255.44
5701,1305,417,5,164.88,30/11/2023,North,824.4
5702,4613,374,9,278.16,02/02/2023,South,2503.44
5703,3749,296,1,309.72,06/01/2023,South,309.72
5704,1868,290,5,93.71,23/03/2023,West,468.54999999999995
5705,3584,320,3,369.25,14/05/2023,West,1107.75
5706,2135,109,3,199.5,20/02/2023,West,598.5
5707,2434,219,2,372.43,10/08/2023,South,744.86
5708,1205,222,3,92.97,25/09/2023,South,278.90999999999997
5709,4256,346,7,329.98,22/07/2023,North,2309.86
5710,4453,459,8,18.31,02/05/2023,East,146.48
5711,1495,496,8,83.69,12/05/2023,South,669.52
5712,4450,320,8,446.1,14/09/2023,West,3568.8
5713,4118,360,1,233.43,21/02/2023,West,233.43
5714,2909,157,7,256.39,12/09/2023,South,1794.73
5715,4811,414,2,454.25,18/08/2023,East,908.5
5716,4622,227,4,245.04,05/11/2023,East,980.16
5717,4599,286,5,329.02,15/12/2023,West,1645.1
5718,3551,304,1,114.87,27/09/2023,West,114.87
5719,2045,185,4,45.38,15/04/2023,West,181.52
5720,1212,203,4,179.91,08/06/2023,East,719.64
5721,1309,242,9,400.35,18/06/2023,West,3603.15
5722,3708,304,9,226.18,15/05/2023,West,2035.6200000000001
5723,2991,228,1,88.23,02/03/2023,North,88.23
5724,3800,345,8,274.82,28/09/2023,South,2198.56
5725,1271,137,4,135.6,16/04/2023,West,542.4
5726,4642,462,4,473.6,22/09/2023,North,1894.4
5727,2822,208,5,290.82,12/11/2023,North,1454.1
5728,3985,408,2,491.57,08/11/2023,East,983.14
5729,4273,151,1,26.32,07/12/2023,East,26.32
5730,3079,100,5,10.72,15/04/2023,North,53.6
5731,1442,110,7,241.16,29/03/2023,West,1688.12
5732,3209,413,9,431.69,07/01/2023,West,3885.21
5733,3814,334,2,264.58,24/01/2023,East,529.16
5734,1253,227,8,438.71,26/02/2023,East,3509.68
5735,1520,313,7,69.63,03/08/2023,East,487.40999999999997
5736,1976,342,2,351.17,16/11/2023,North,702.34
5737,4722,143,5,331.64,25/01/2023,North,1658.1999999999998
5738,4551,105,7,274.76,23/02/2023,South,1923.32
5739,1009,255,3,205.53,27/03/2023,West,616.59
5740,3773,107,2,325.3,17/10/2023,East,650.6
5741,3552,104,6,277.3,14/09/2023,North,1663.8000000000002
5742,3832,461,6,139.95,08/09/2023,East,839.6999999999999
5743,4907,281,4,56.78,30/12/2023,South,227.12
5744,2583,211,1,196.39,06/02/2023,West,196.39
5745,3483,372,5,258.66,13/10/2023,West,1293.3000000000002
5746,2134,364,1,256.72,24/04/2023,South,256.72
5747,1152,311,8,215.66,31/08/2023,West,1725.28
5748,2658,177,2,167.04,07/07/2023,West,334.08
5749,3964,369,9,178.49,10/05/2023,South,1606.41
5750,3916,253,9,136.59,31/10/2023,South,1229.31
5751,4173,320,3,292.05,03/08/2023,South,876.1500000000001
5752,3800,468,6,425.69,24/12/2023,East,2554.14
5753,2856,446,9,440.45,24/01/2023,West,3964.0499999999997
5754,2214,124,7,496.89,06/09/2023,South,3478.23
5755,2752,453,4,48.97,15/08/2023,North,195.88
5756,3610,307,3,111.06,19/07/2023,East,333.18
5757,4875,102,2,366.45,26/05/2023,East,732.9
5758,2104,314,1,324.39,03/10/2023,West,324.39
5759,3536,494,1,71.26,20/11/2023,West,71.26
5760,1894,211,4,317.35,08/01/2023,South,1269.4
5761,2111,291,4,206.2,12/12/2023,South,824.8
5762,4265,146,9,478.65,25/02/2023,East,4307.849999999999
5763,1103,320,1,428.35,02/03/2023,North,428.35
5764,4854,286,4,41.25,08/02/2023,East,165
5765,4167,149,3,49.54,01/10/2023,South,148.62
5766,4494,296,9,211.44,07/04/2023,South,1902.96
5767,2914,315,5,9.14,11/11/2023,West,45.7
5768,4269,320,9,51.72,26/05/2023,North,465.48
5769,4072,479,6,466.63,08/04/2023,North,2799.7799999999997
5770,2006,189,9,397.25,12/09/2023,West,3575.25
5771,1406,331,1,337.99,30/07/2023,North,337.99
5772,2401,422,4,415.97,11/02/2023,South,1663.88
5773,1166,357,4,128.78,22/02/2023,North,515.12
5774,1508,252,6,364.16,02/02/2023,North,2184.96
5775,2661,355,1,309.71,04/10/2023,South,309.71
5776,3360,357,5,425.08,22/05/2023,West,2125.4
5777,4664,164,3,144.93,16/10/2023,East,434.79
5778,4489,289,1,383.04,10/05/2023,West,383.04
5779,1762,190,6,427.06,23/10/2023,North,2562.36
5780,1680,272,3,276.76,19/02/2023,North,830.28
5781,3524,346,4,209.82,04/03/2023,South,839.28
5782,3120,355,9,474.58,20/04/2023,South,4271.22
5783,2164,215,2,88.64,16/12/2023,North,177.28
5784,1581,148,1,22.96,16/11/2023,South,22.96
5785,1261,326,6,93.67,27/06/2023,North,562.02
5786,2363,168,1,343.31,01/09/2023,South,343.31
5787,2331,487,1,395.53,26/03/2023,East,395.53
5788,3292,225,7,359.83,24/04/2023,West,2518.81
5789,2538,312,2,212.83,26/04/2023,South,425.66
5790,4408,152,4,483.95,31/05/2023,West,1935.8
5791,4646,211,4,224.93,06/02/2023,West,899.72
5792,1560,258,2,490.75,13/03/2023,East,981.5
5793,2099,339,6,459.47,18/05/2023,South,2756.82
5794,2903,249,2,206.54,16/10/2023,South,413.08
5795,1174,238,8,84.7,17/01/2023,South,677.6
5796,3156,212,4,49.47,07/10/2023,West,197.88
5797,3230,242,1,268.08,26/06/2023,West,268.08
5798,1191,469,7,382.79,22/08/2023,West,2679.53
5799,1064,237,6,92.14,30/08/2023,West,552.84
5800,4920,403,6,162.51,30/01/2023,East,975.06
5801,4010,130,3,317.11,06/03/2023,East,951.33
5802,2497,392,7,233.13,22/03/2023,North,1631.9099999999999
5803,4854,207,6,303.91,11/10/2023,South,1823.46
5804,4171,383,9,339.8,13/01/2023,West,3058.2000000000003
5805,2567,258,3,193.44,04/07/2023,North,580.3199999999999
5806,3911,425,3,394.05,18/05/2023,East,1182.15
5807,2151,113,4,352.92,12/07/2023,North,1411.68
5808,4523,221,3,345.34,06/12/2023,North,1036.02
5809,2937,314,4,78.99,15/11/2023,West,315.96
5810,1368,371,6,239.75,26/01/2023,South,1438.5
5811,1850,124,1,290.7,25/08/2023,South,290.7
5812,1042,421,2,117.06,27/04/2023,East,234.12
5813,2907,393,6,380.49,07/02/2023,North,2282.94
5814,4490,268,6,64.93,06/11/2023,East,389.58000000000004
5815,3535,202,1,79.18,14/02/2023,West,79.18
5816,1077,453,6,209.59,05/07/2023,South,1257.54
5817,3873,470,9,72,18/06/2023,East,648
5818,2824,139,8,10.76,22/06/2023,South,86.08
5819,2293,334,5,208.64,07/08/2023,West,1043.1999999999998
5820,1673,419,4,326.03,17/03/2023,East,1304.12
5821,1700,188,6,250.09,23/07/2023,South,1500.54
5822,1758,199,5,30.83,10/11/2023,South,154.14999999999998
5823,2923,243,6,120.07,20/03/2023,East,720.42
5824,3775,181,3,264.55,31/07/2023,East,793.6500000000001
5825,4386,176,7,370.36,18/05/2023,South,2592.52
5826,3972,158,8,397.99,06/09/2023,East,3183.92
5827,4922,328,5,262.09,26/08/2023,West,1310.4499999999998
5828,1901,190,5,324.83,31/03/2023,North,1624.1499999999999
5829,3936,453,4,452.19,21/07/2023,West,1808.76
5830,1992,494,5,37.27,13/11/2023,West,186.35000000000002
5831,2191,100,8,54.09,30/04/2023,West,432.72
5832,3386,368,5,231.64,11/01/2023,North,1158.1999999999998
5833,3240,385,9,306.82,22/07/2023,North,2761.38
5834,2476,296,1,7.29,15/01/2023,East,7.29
5835,3330,373,7,229.01,04/01/2023,South,1603.07
5836,4407,177,5,90.52,11/12/2023,East,452.59999999999997
5837,1389,240,4,324.33,16/08/2023,North,1297.32
5838,1999,387,3,137.53,30/06/2023,West,412.59000000000003
5839,1524,170,7,451.46,11/08/2023,West,3160.22
5840,4311,149,2,36.6,15/02/2023,West,73.2
5841,2855,471,5,405.56,31/01/2023,East,2027.8
5842,2506,468,2,199.2,25/11/2023,South,398.4
5843,1658,179,7,429.29,17/02/2023,West,3005.03
5844,3763,334,6,408.49,03/07/2023,North,2450.94
5845,4663,386,7,123.45,11/05/2023,East,864.15
5846,1890,406,9,30.03,17/09/2023,South,270.27
5847,4626,254,2,349.28,02/10/2023,South,698.56
5848,2481,159,9,106.18,30/05/2023,East,955.6200000000001
5849,4160,132,7,465.6,25/01/2023,East,3259.2000000000003
5850,4731,226,2,38.28,05/11/2023,South,76.56
5851,4166,320,2,165.37,28/06/2023,West,330.74
5852,1451,299,4,11.26,25/07/2023,South,45.04
5853,3475,225,2,161.92,05/01/2023,North,323.84
5854,4222,140,1,272.92,02/11/2023,South,272.92
5855,2537,374,6,329.16,27/06/2023,East,1974.96
5856,4447,396,5,364.58,11/11/2023,North,1822.8999999999999
5857,4093,184,3,417.56,15/12/2023,East,1252.68
5858,1882,188,1,59.84,01/12/2023,West,59.84
5859,1312,141,9,382.13,31/05/2023,West,3439.17
5860,1839,219,8,142.79,22/03/2023,North,1142.32
5861,3566,378,6,73.43,11/05/2023,East,440.58000000000004
5862,4277,132,6,136.5,13/08/2023,North,819
5863,1374,375,4,429.71,02/11/2023,North,1718.84
5864,1450,252,2,315.56,06/11/2023,West,631.12
5865,4697,189,4,300.7,01/04/2023,East,1202.8
5866,4855,203,2,294.4,19/09/2023,South,588.8
5867,4062,111,7,207.27,24/10/2023,West,1450.89
5868,1594,259,9,211.42,10/01/2023,North,1902.78
5869,4250,295,2,78.42,28/04/2023,East,156.84
5870,2233,498,9,169.64,06/06/2023,North,1526.7599999999998
5871,1499,406,9,258.46,22/03/2023,North,2326.14
5872,1463,361,8,304.98,25/12/2023,North,2439.84
5873,4911,190,1,40.46,23/06/2023,East,40.46
5874,4195,296,5,170.24,18/08/2023,West,851.2
5875,1112,168,4,173.01,06/06/2023,South,692.04
5876,2035,319,7,259.96,30/11/2023,North,1819.7199999999998
5877,4197,478,8,356.47,19/07/2023,South,2851.76
5878,4636,313,8,319.44,01/11/2023,West,2555.52
5879,3378,245,2,287.59,20/08/2023,North,575.18
5880,2924,332,3,149.25,17/06/2023,East,447.75
5881,4354,470,7,420.33,26/10/2023,North,2942.31
5882,1139,333,4,393.72,13/04/2023,North,1574.88
5883,2424,313,6,95.89,09/12/2023,North,575.34
5884,3949,466,8,329.29,07/01/2023,North,2634.32
5885,4168,160,8,453.79,20/05/2023,West,3630.32
5886,1516,462,7,220.62,27/07/2023,West,1544.3400000000001
5887,3616,177,2,462.76,13/01/2023,East,925.52
5888,2947,194,2,15.87,08/07/2023,North,31.74
5889,3893,429,3,260.54,24/06/2023,East,781.6200000000001
5890,4140,315,4,131.85,11/05/2023,North,527.4
5891,3165,312,1,134.77,29/12/2023,East,134.77
5892,1887,403,5,439.39,30/04/2023,North,2196.95
5893,4130,299,7,159.19,17/06/2023,West,1114.33
5894,4104,451,5,16.55,25/09/2023,North,82.75
5895,2341,130,7,272.15,08/06/2023,North,1905.0499999999997
5896,1049,389,5,485.58,12/06/2023,West,2427.9
5897,4951,442,8,44.15,06/12/2023,East,353.2
5898,4560,234,7,146.72,18/11/2023,South,1027.04
5899,1018,182,1,237.4,27/01/2023,West,237.4
5900,1725,490,1,416.09,16/09/2023,East,416.09
5901,3244,146,5,138.1,31/10/2023,North,690.5
5902,4962,491,2,175.12,21/02/2023,South,350.24
5903,2473,305,9,195.33,15/05/2023,East,1757.97
5904,3606,484,2,192.92,03/11/2023,East,385.84
5905,4750,480,9,104.17,28/10/2023,North,937.53
5906,1451,176,2,458.25,29/10/2023,North,916.5
5907,3336,358,4,397.49,16/10/2023,East,1589.96
5908,2164,191,3,487.94,19/10/2023,North,1463.82
5909,2107,498,6,188.64,17/01/2023,South,1131.84
5910,4765,199,4,27.42,26/04/2023,North,109.68
5911,3438,482,9,62.17,21/10/2023,South,559.53
5912,4662,294,9,181.95,18/02/2023,South,1637.55
5913,1214,291,9,455.98,02/03/2023,North,4103.82
5914,2549,167,3,490.64,10/11/2023,East,1471.92
5915,3262,488,3,411.89,17/03/2023,South,1235.67
5916,4474,341,4,123.02,25/09/2023,North,492.08
5917,1127,189,9,331.55,26/05/2023,West,2983.9500000000003
5918,2845,444,6,300.32,09/07/2023,South,1801.92
5919,4548,109,9,412.51,06/01/2023,East,3712.59
5920,1759,363,8,257.33,24/07/2023,East,2058.64
5921,3451,367,7,162.47,17/12/2023,East,1137.29
5922,4100,419,5,14.54,07/09/2023,West,72.69999999999999
5923,2815,217,9,398.54,11/12/2023,South,3586.86
5924,3385,349,4,267.47,10/12/2023,West,1069.88
5925,3878,158,4,269.42,16/04/2023,West,1077.68
5926,3761,294,8,478.75,24/09/2023,West,3830
5927,1360,149,4,245.68,21/01/2023,West,982.72
5928,1568,395,7,161.32,24/02/2023,South,1129.24
5929,2415,477,4,173.22,26/06/2023,South,692.88
5930,3265,196,1,10.81,24/08/2023,East,10.81
5931,2597,226,9,65.56,09/01/2023,West,590.04
5932,2692,345,4,26.69,17/12/2023,West,106.76
5933,1201,186,3,125.41,28/04/2023,North,376.23
5934,3064,176,3,37,21/10/2023,South,111
5935,3369,476,9,168.9,11/04/2023,North,1520.1000000000001
5936,1517,303,8,67.43,21/07/2023,South,539.44
5937,4641,245,7,459.37,18/12/2023,West,3215.59
5938,2348,248,7,469.5,23/12/2023,North,3286.5
5939,2435,210,4,303.71,25/05/2023,South,1214.84
5940,2341,228,3,403.72,30/06/2023,North,1211.16
5941,1680,352,4,340.22,05/02/2023,North,1360.88
5942,2988,265,6,406.5,05/02/2023,East,2439
5943,4153,396,4,321.7,20/01/2023,East,1286.8
5944,4545,236,4,217.95,03/11/2023,West,871.8
5945,2491,378,2,437.51,18/08/2023,West,875.02
5946,1424,433,7,221.84,30/07/2023,West,1552.88
5947,2968,110,6,201.13,29/09/2023,South,1206.78
5948,4802,170,2,314.07,06/01/2023,West,628.14
5949,2712,258,5,469.28,08/06/2023,North,2346.3999999999996
5950,4275,315,6,223.89,26/05/2023,East,1343.34
5951,4654,125,5,289.6,18/12/2023,North,1448
5952,4066,385,4,248.7,18/06/2023,North,994.8
5953,3434,261,9,455.32,28/12/2023,East,4097.88
5954,1777,201,3,339.99,16/02/2023,East,1019.97
5955,3145,168,2,212.7,24/01/2023,West,425.4
5956,4416,232,9,305.42,20/04/2023,South,2748.78
5957,2826,288,8,82.25,03/04/2023,West,658
5958,1207,310,9,174.26,05/08/2023,West,1568.34
5959,2537,342,3,369.41,14/04/2023,South,1108.23
5960,2659,265,1,283.39,05/08/2023,North,283.39
5961,4863,160,1,160.57,17/06/2023,West,160.57
5962,3633,461,3,184.34,14/02/2023,East,553.02
5963,3213,378,4,405.84,05/12/2023,West,1623.36
5964,1021,212,2,272.74,21/07/2023,West,545.48
5965,1153,129,8,123.18,14/09/2023,North,985.44
5966,2962,422,3,151.92,10/10/2023,West,455.76
5967,4510,260,4,236.6,22/01/2023,North,946.4
5968,4366,333,6,382.6,28/01/2023,West,2295.6000000000004
5969,1218,486,6,498.73,11/09/2023,North,2992.38
5970,1668,476,2,96.95,04/02/2023,South,193.9
5971,2518,438,6,378.69,03/01/2023,East,2272.14
5972,3277,269,4,310.52,06/08/2023,North,1242.08
5973,3067,417,5,267.94,27/10/2023,East,1339.7
5974,3600,285,7,483.4,11/09/2023,West,3383.7999999999997
5975,1949,156,7,164.76,28/08/2023,West,1153.32
5976,3195,339,6,92.6,29/08/2023,North,555.5999999999999
5977,4179,356,6,439.41,21/07/2023,South,2636.46
5978,1402,457,6,39,15/05/2023,East,234
